[1, 20, 8, 2, 2, 8, 10, 13, 0, 16, 13, 9, 6, 17, 8, 17, 16, 19, 14, 2, 16, 6, 4, 19, 22, 8, 2, 9, 19, 5, 22, 14, 0, 6, 8, 14, 23, 0, 1, 17, 5, 1, 22, 19, 8, 6, 9, 8, 20, 7, 7, 6, 8, 23, 17, 3, 13, 9, 4, 8, 4, 0, 9, 10, 3, 21, 5, 16, 17, 8, 19, 8, 22, 17, 5, 16, 14, 9, 10, 17, 3, 20, 3, 19, 19, 13, 0, 23, 8, 5, 21, 23, 17, 19, 21, 6, 1, 9, 2, 19, 9]
[1, 20, 8, 7, 2, 8, 10, 13, 0, 19, 13, 9, 6, 17, 8, 17, 13, 22, 14, 21, 16, 6, 4, 19, 20, 14, 1, 16, 19, 5, 17, 14, 0, 6, 8, 14, 23, 0, 0, 17, 5, 1, 3, 19, 8, 4, 9, 3, 14, 7, 7, 4, 8, 23, 17, 3, 7, 9, 4, 14, 4, 0, 9, 17, 22, 21, 5, 16, 17, 10, 19, 15, 22, 20, 5, 16, 14, 15, 13, 17, 3, 20, 3, 19, 19, 7, 21, 20, 8, 0, 21, 23, 17, 19, 17, 6, 1, 9, 2, 19, 9]
[1, 20, 8, 7, 2, 8, 10, 13, 0, 19, 13, 9, 6, 17, 8, 17, 13, 22, 14, 21, 16, 6, 4, 19, 20, 14, 1, 16, 19, 5, 17, 14, 0, 6, 8, 14, 23, 0, 0, 17, 5, 1, 3, 19, 8, 4, 9, 3, 14, 7, 7, 4, 8, 23, 17, 3, 7, 2, 15, 4, 7, 10, 1, 0, 16, 22, 7, 6, 8, 3, 5, 10, 5, 19, 16, 19, 14, 22, 15, 22, 15, 6, 21, 16, 3, 21, 15, 22, 16, 15, 16, 2, 19, 1, 1, 22, 9, 14, 3, 3, 14]
[1, 1, 5, 7, 2, 5, 10, 15, 1, 21, 13, 5, 6, 13, 6, 14, 13, 22, 16, 17, 22, 6, 4, 19, 20, 14, 2, 21, 22, 5, 17, 14, 0, 6, 8, 14, 23, 0, 0, 13, 3, 19, 1, 15, 10, 1, 6, 7, 14, 5, 19, 20, 10, 14, 2, 15, 20, 2, 15, 4, 7, 10, 1, 0, 20, 22, 8, 6, 8, 3, 5, 14, 22, 21, 1, 16, 14, 15, 13, 17, 3, 15, 3, 19, 19, 7, 17, 20, 8, 0, 21, 1, 22, 19, 17, 9, 0, 5, 22, 13, 23]
[5, 8, 7, 10, 7, 5, 10, 17, 0, 16, 22, 3, 9, 17, 1, 2, 20, 2, 14, 9, 4, 7, 15, 7, 17, 9, 6, 8, 7, 20, 16, 6, 5, 22, 14, 22, 6, 16, 10, 9, 3, 21, 1, 19, 8, 1, 6, 7, 14, 7, 7, 4, 8, 23, 21, 3, 7, 9, 7, 17, 4, 0, 9, 17, 22, 21, 5, 16, 17, 10, 19, 15, 22, 20, 1, 16, 14, 15, 13, 17, 3, 15, 3, 19, 19, 7, 13, 1, 8, 20, 21, 1, 3, 19, 17, 9, 0, 3, 22, 13, 23]
[5, 8, 7, 10, 7, 5, 10, 17, 23, 16, 22, 3, 10, 17, 1, 2, 20, 4, 10, 9, 4, 7, 15, 7, 15, 9, 6, 8, 4, 20, 16, 6, 5, 20, 9, 22, 6, 14, 10, 9, 23, 7, 20, 10, 17, 15, 17, 13, 0, 5, 19, 20, 10, 14, 21, 3, 7, 9, 7, 17, 4, 0, 9, 17, 22, 21, 5, 16, 17, 10, 19, 15, 22, 20, 1, 16, 14, 15, 13, 17, 3, 20, 3, 19, 19, 7, 17, 20, 8, 0, 21, 1, 22, 19, 17, 6, 23, 9, 22, 23, 15]
[5, 8, 7, 10, 7, 5, 10, 17, 0, 16, 22, 3, 9, 17, 1, 2, 20, 2, 14, 9, 4, 7, 15, 7, 17, 9, 6, 8, 7, 20, 16, 6, 5, 22, 14, 22, 6, 16, 10, 9, 3, 21, 1, 19, 8, 1, 6, 7, 14, 7, 7, 4, 8, 23, 21, 3, 7, 9, 7, 17, 4, 0, 9, 17, 22, 21, 5, 16, 17, 10, 19, 15, 22, 20, 1, 16, 14, 15, 13, 17, 3, 20, 3, 19, 19, 7, 17, 20, 8, 0, 21, 1, 22, 19, 17, 6, 23, 9, 22, 23, 15]
[5, 8, 7, 10, 8, 5, 10, 17, 2, 16, 22, 3, 9, 17, 1, 2, 21, 2, 14, 9, 4, 7, 14, 7, 17, 9, 6, 8, 7, 20, 16, 6, 5, 22, 14, 22, 3, 20, 6, 9, 23, 3, 20, 15, 17, 15, 17, 13, 0, 5, 7, 4, 8, 23, 17, 3, 9, 9, 4, 14, 4, 0, 9, 19, 22, 21, 5, 20, 17, 15, 20, 15, 22, 20, 5, 16, 16, 15, 10, 17, 23, 0, 3, 19, 19, 7, 21, 15, 8, 20, 16, 23, 17, 19, 17, 6, 1, 9, 23, 19, 9]
[5, 8, 7, 10, 7, 5, 10, 17, 0, 16, 22, 3, 9, 17, 1, 2, 20, 2, 14, 9, 4, 7, 15, 7, 17, 9, 6, 8, 7, 20, 16, 6, 5, 22, 14, 22, 6, 16, 10, 9, 23, 7, 20, 10, 17, 15, 17, 13, 0, 5, 19, 20, 10, 9, 2, 15, 20, 2, 15, 4, 7, 10, 1, 0, 16, 22, 7, 6, 8, 3, 5, 10, 5, 19, 16, 19, 14, 22, 15, 22, 15, 6, 21, 16, 3, 21, 15, 22, 16, 15, 16, 2, 19, 1, 1, 22, 9, 14, 3, 3, 14]
[5, 8, 7, 10, 7, 5, 10, 17, 23, 16, 22, 3, 10, 17, 1, 2, 20, 4, 10, 9, 4, 7, 15, 7, 15, 9, 6, 8, 4, 20, 16, 6, 5, 20, 9, 22, 6, 14, 10, 9, 23, 7, 20, 10, 17, 15, 17, 13, 0, 5, 19, 20, 10, 14, 2, 15, 20, 2, 15, 4, 7, 10, 1, 0, 20, 22, 8, 6, 8, 3, 5, 14, 22, 21, 1, 16, 14, 15, 13, 17, 3, 15, 3, 19, 19, 7, 17, 20, 8, 0, 21, 1, 22, 19, 17, 9, 0, 5, 22, 13, 23]
[5, 8, 7, 10, 7, 5, 10, 17, 0, 16, 22, 3, 9, 17, 1, 2, 20, 2, 14, 9, 4, 7, 15, 7, 17, 9, 6, 0, 21, 6, 14, 19, 0, 15, 13, 5, 19, 16, 8, 22, 13, 15, 7, 15, 7, 5, 23, 22, 8, 1, 13, 13, 19, 21, 7, 4, 14, 2, 9, 5, 22, 9, 16, 8, 14, 23, 14, 8, 7, 2, 13, 1, 0, 15, 1, 14, 14, 0, 2, 3, 9, 20, 9, 10, 15, 4, 13, 8, 0, 16, 3, 14, 22, 1, 6, 7, 19, 19, 20, 7, 3]
[5, 8, 7, 10, 7, 5, 10, 17, 0, 16, 22, 3, 9, 17, 1, 2, 20, 2, 14, 9, 4, 7, 15, 7, 17, 9, 6, 8, 7, 20, 16, 6, 5, 22, 14, 22, 6, 16, 10, 9, 23, 7, 20, 10, 17, 15, 17, 13, 0, 5, 19, 20, 10, 9, 2, 15, 20, 2, 15, 4, 7, 10, 1, 0, 16, 22, 7, 6, 8, 3, 5, 10, 5, 19, 16, 19, 14, 22, 15, 22, 15, 6, 21, 16, 3, 21, 15, 22, 16, 15, 16, 2, 19, 19, 17, 9, 0, 5, 22, 13, 23]
